kepid,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2
5392702,K02510.01,1,FALSE POSITIVE,0.0,12.2141545,18.712393,18.13,3.48,-1.49,0.201507,26.68532,-0.530659
8429566,K02511.01,1,FALSE POSITIVE,0.0,3.7322610000000003,13.811562,1.09,0.29,-0.13,0.011502,0.000545,-0.000549
9574158,K02512.01,1,CANDIDATE,1.0,15.92108138,14.449292999999999,3.14,0.77,-0.3,0.035087,0.000692,-0.010371
9653622,K02513.01,1,CANDIDATE,1.0,19.0054098,17.672268,28.47,9.16,-3.65,0.251685,71.24311,-4.980824
4391348,K02514.01,1,FALSE POSITIVE,0.0,1.96433113,13.067234,1.33,0.46,-0.15,0.010865000000000001,0.0006349999999999999,-0.00047599999999999997
7294743,K02516.01,1,CANDIDATE,0.992,2.81043228,13.533068,1.43,0.24,-0.39,0.00628,0.000285,-0.000292
7446631,K02598.01,1,CANDIDATE,1.0,29.2254372,11.874709,1.35,0.44,-0.15,0.012232999999999999,0.000388,-0.0007379999999999999
10664416,K02599.01,1,FALSE POSITIVE,0.0,25.3239215,25.782122,19.02,1.97,-1.79,0.26075,0.13044,-0.068488
9777251,K02600.01,1,FALSE POSITIVE,0.0,1.33255087,15.864739000000002,1.19,0.34,-0.2,0.010297,0.000536,-0.000566
7531677,K02601.01,1,FALSE POSITIVE,0.424,2.622134451,20.161720000000003,1.64,0.27,-0.31,0.010939,0.0017170000000000002,-0.000593
10068659,K02602.01,1,CANDIDATE,0.993,11.47685263,14.501732,1.58,0.21,-0.18,0.013980000000000001,0.000849,-0.00048499999999999997
2443393,K02603.01,1,CANDIDATE,0.884,73.711039,15.417926000000001,1.77,0.35,-0.28,0.010817,0.000433,-0.000352
11401755,K00277.01,1,CANDIDATE,1.0,16.23191704,109.9509,3.54,0.16,-0.18,0.020452,0.00020299999999999997,-7.4e-05
8937021,K01394.01,1,FALSE POSITIVE,0.0,5.663621501000001,58.371937,2.47,0.24,-0.19,0.031337000000000004,0.001004,-0.000852
8935810,K01395.01,1,CANDIDATE,1.0,6.230335,31.010340000000003,3.7,0.74,-0.31,0.039195999999999995,0.0035399999999999997,-0.004581
9455556,K01396.01,1,CANDIDATE,1.0,6.62643441,32.735558000000005,2.54,0.31,-0.12,0.025799000000000002,0.000709,-0.000495
9455556,K01396.02,2,CANDIDATE,0.992,3.70122061,15.119538,1.62,0.19,-0.08,0.016399,0.0007070000000000001,-0.000634
9427402,K01397.01,1,CANDIDATE,1.0,6.247030799,36.66786,1.89,0.15,-0.19,0.035446,0.000868,-0.000567
9269281,K01398.01,1,CANDIDATE,1.0,5.82348911,33.193825,3.0,0.87,-0.28,0.031846,0.001411,-0.004256
9100484,K01399.01,1,CANDIDATE,1.0,8.75059775,23.673973,2.27,0.23,-0.13,0.026677999999999997,0.000778,-0.001073
4770365,K01475.03,3,CANDIDATE,0.987,4.72941177,10.887242,1.22,0.05,-0.06,0.018507,0.001083,-0.000982
12406749,K01476.01,1,CANDIDATE,0.999,56.35879870000001,39.809235,5.04,0.96,-0.52,0.056204,0.000786,-0.0027559999999999998
7811397,K01477.01,1,CANDIDATE,0.922,169.49760849999998,72.266525,9.06,0.9,-0.28,0.10541500000000001,0.005415,-0.005368
12403119,K01478.01,1,CANDIDATE,0.961,76.13622222,280.73087000000004,4.78,0.6,-0.31,0.049061,0.0005269999999999999,-0.000172
9842890,K01479.01,1,FALSE POSITIVE,0.0,4.9883872,34.12135,2.59,0.74,-0.25,0.028768000000000002,0.00043099999999999996,-0.001011
7512982,K01480.01,1,CANDIDATE,1.0,20.38174802,38.09962,3.16,0.11,-0.22,0.035772000000000005,0.0009029999999999999,-0.001056
6442377,K00176.01,1,CANDIDATE,1.0,30.22910274,53.199040000000004,3.49,0.62,-0.62,0.021046000000000002,0.000147,-0.001615
5371776,K01557.04,4,CANDIDATE,1.0,1.4991444409999999,20.58173,1.09,0.08,-0.04,0.014494,0.000544,-0.000755
10019763,K01558.01,1,FALSE POSITIVE,0.0,32.50456309,165.29753,10.68,3.31,-1.18,0.103288,0.014927000000000001,-0.010183
9899280,K01559.01,1,FALSE POSITIVE,0.0,1.332560589,24.474972,1.4,0.13,-0.11,0.021006,0.000298,-0.000122
8046659,K01560.01,1,FALSE POSITIVE,0.0,31.56904354,113.60446999999999,11.18,3.01,-2.01,0.10255299999999999,1.343056,-0.022774000000000003
4940438,K01561.01,1,FALSE POSITIVE,0.0,9.08590495,50.46327,6.28,1.52,-0.82,0.066386,5.048017,-0.01495
5308663,K01562.01,1,FALSE POSITIVE,0.0,0.784512952,15.365828500000001,25.48,7.44,-2.48,0.258133,1.097796,-0.066937
5308663,K01562.02,2,CANDIDATE,0.776,20.0679247,8.238078999999999,2.25,0.66,-0.21,0.022841999999999998,0.000598,-0.0033880000000000004
11392618,K01623.01,1,FALSE POSITIVE,0.188,110.9215892,37.317890000000006,3.71,0.55,-0.83,0.024551,0.000147,-0.003774
6233890,K01624.01,1,FALSE POSITIVE,0.0,2.99540439,31.895144000000002,65.37,11.07,-25.81,0.19374,1.283557,-0.122584
6312314,K01625.01,1,FALSE POSITIVE,0.0,1.221204888,21.33362,1.1,0.31,-0.19,0.010101,0.002182,-0.000383
6387542,K01626.01,1,CANDIDATE,1.0,2.53475568,38.49001,2.02,0.48,-0.21,0.022945,0.001007,-0.002968
5972334,K00191.04,4,FALSE POSITIVE,0.0,38.6520796,13.80781,2.07,0.21,-0.16,0.021372,0.0009609999999999999,-0.00045
6543893,K01627.01,1,CANDIDATE,1.0,10.29674097,25.841604,5.75,0.95,-1.3,0.029320999999999996,0.0008060000000000001,-0.000793
6543893,K01627.02,2,CANDIDATE,0.997,5.93919041,12.756395,3.7,0.61,-0.84,0.018858,0.000974,-0.000681
9836959,K01715.01,1,CANDIDATE,0.855,105.0145774,25.757719,2.29,0.32,-0.28,0.020156999999999998,0.000726,-0.004354
9838949,K01716.01,1,CANDIDATE,1.0,4.88084456,26.790169,1.55,0.24,-0.18,0.016458,0.000508,-0.000604
9895006,K01717.01,1,CANDIDATE,0.969,10.56137217,17.930645000000002,2.43,0.66,-0.45,0.018973,0.000164,-0.004627
9896558,K01718.01,1,CANDIDATE,0.964,67.6690554,27.712896,3.39,1.01,-0.54,0.028763999999999998,0.000584,-0.0008
9896558,K01718.02,2,CANDIDATE,0.992,153.348739,10.015179,2.14,0.64,-0.34,0.018175,0.001505,-0.00043
6046540,K00200.01,1,CANDIDATE,0.998,7.340714946,913.0406,14.31,0.88,-1.34,0.087453,0.000366,-0.000479
9899483,K01719.01,1,FALSE POSITIVE,0.0,1.332561398,27.509867,2.16,0.39,-0.44,0.012322,0.107957,-0.001006
4349442,K01803.03,3,FALSE POSITIVE,0.0,6.238315363,10.042057000000002,0.7,0.05,-0.03,0.008903,0.0,0.0
11187436,K01804.01,1,CANDIDATE,1.0,5.90741476,128.10664,5.1,0.45,-0.51,0.06763,0.017744,-0.027091000000000004
4644952,K01805.01,1,CANDIDATE,1.0,6.94135824,80.585655,2.96,0.33,-0.23,0.030784,0.00046100000000000004,-0.004264
4644952,K01805.02,3,CANDIDATE,1.0,31.782111699999998,27.72263,2.08,0.23,-0.16,0.021609,0.0009539999999999999,-0.000587
4644952,K01805.03,2,CANDIDATE,1.0,4.36273233,39.210094,1.76,0.2,-0.14,0.01828,0.003118,-0.0016359999999999999
9529744,K01806.01,1,FALSE POSITIVE,0.0,2.4045569490000003,101.20901500000001,4.69,1.08,-1.33,0.024182,0.000138,-0.000188
9529744,K01806.02,2,CANDIDATE,0.971,17.934660600000004,15.124316,2.8,0.65,-0.79,0.014464,0.001025,-0.0036520000000000003
4939346,K01873.02,2,CANDIDATE,0.989,34.9168399,11.898367,2.39,0.72,-0.29,0.020479,0.000726,-0.001213
8978528,K01874.01,1,CANDIDATE,1.0,18.6848377,35.19044,1.93,0.11,-0.11,0.032436,0.000544,-0.001315
8978528,K01874.02,2,CANDIDATE,1.0,7.41634701,18.004179999999998,1.24,0.07,-0.07,0.020845,0.000426,-0.001194
9967771,K01875.01,2,CANDIDATE,1.0,9.91724268,22.779016,2.85,0.42,-0.55,0.021657,0.0024289999999999997,-0.002172
9967771,K01875.02,1,CANDIDATE,1.0,0.53835407,32.086765,1.67,0.24,-0.33,0.012638,0.000265,-0.00037200000000000004
11622600,K01876.01,1,CANDIDATE,0.854,82.5341188,38.038925,2.45,0.11,-0.13,0.038637,0.001395,-0.000696
6305192,K00219.01,1,CANDIDATE,1.0,8.025118521,393.82916,7.79,1.37,-1.37,0.052128,3.8e-05,-0.0011710000000000002
3122985,K01949.01,1,FALSE POSITIVE,0.349,0.9934889790000001,338.30112,17.9,6.08,-4.06,0.164217,0.018652000000000002,-0.009907
3118797,K01950.01,1,CANDIDATE,0.894,66.4159789,29.753767,3.44,0.65,-0.28,0.041514999999999996,0.0007019999999999999,-0.001368
8081187,K01951.01,1,CANDIDATE,0.999,37.3228722,32.049521999999996,35.34,2.24,-8.94,0.016572999999999997,0.003098,-0.000951
7747425,K01952.01,1,CANDIDATE,0.997,8.010392900000001,29.24046,1.88,0.27,-0.27,0.015472999999999999,0.0005690000000000001,-0.000281
7747425,K01952.02,2,CANDIDATE,0.967,27.6666375,20.440506,2.04,0.3,-0.29,0.016826,0.004971,-0.000575
5801571,K00225.01,1,FALSE POSITIVE,0.0,0.838597429,298.34207000000004,44.67,7.91,-2.97,0.330932,0.274476,-0.137804
7747425,K01952.03,4,CANDIDATE,1.0,5.19559398,14.557533,1.18,0.17,-0.17,0.009719,0.000616,-0.00032
4636578,K02025.03,3,CANDIDATE,0.996,11.1895709,12.07518,1.81,0.33,-0.33,0.011323,0.00011999999999999999,-0.000678
11923284,K02026.01,1,CANDIDATE,1.0,2.7579773839999997,32.95179,1.69,0.25,-0.13,0.015478,0.000212,-0.002304
8556077,K02027.01,1,FALSE POSITIVE,0.0,3.6357236530000003,37.05557,1.23,0.21,-0.17,0.008702,0.0011619999999999998,-0.00042300000000000004
7102316,K02028.01,1,CANDIDATE,0.998,57.24885179999999,27.801964,3.19,0.88,-0.29,0.034581,0.001352,-0.000618
5023956,K00233.01,1,FALSE POSITIVE,0.0,1.8246490000000002,763.6449,5.31,0.7,-0.64,0.061323,0.000291,-0.000348
7102316,K02028.02,2,CANDIDATE,1.0,37.055172600000006,22.671307000000002,3.19,0.88,-0.29,0.034562,0.004149,-0.005407
7102316,K02028.03,3,CANDIDATE,0.985,142.545,11.702783,2.52,0.69,-0.23,0.02727,0.001603,-0.0010609999999999999
6525946,K02093.03,3,CANDIDATE,0.994,0.496069986,10.7996,10.0,3.79,-1.26,0.010444,0.000391,-0.00043499999999999995
8505920,K02094.01,1,CANDIDATE,0.974,42.426964700000006,19.709629999999997,3.44,0.55,-0.45,0.031124000000000002,0.001898,-0.010655
8505920,K02094.02,2,CANDIDATE,0.998,198.680859,12.916696,2.79,0.45,-0.36,0.025241999999999997,0.005279,-0.0024980000000000002
8026752,K00240.01,1,FALSE POSITIVE,0.007,4.286866229,101.53744,4.14,1.31,-0.43,0.036172,3.3e-05,-0.0025239999999999998
7918992,K02095.01,1,CANDIDATE,0.998,1.434745129,20.247503,1.5,0.23,-0.13,0.012886000000000002,0.000463,-0.00037799999999999997
9307509,K02096.01,1,CANDIDATE,0.991,9.76293284,21.394451,1.94,0.18,-0.23,0.021757,0.00023799999999999998,-0.001405
10158729,K02097.01,1,CANDIDATE,0.919,58.601926,16.360394,2.06,0.68,-0.22,0.018557,0.000604,-0.000878
11410904,K02171.01,1,CANDIDATE,0.996,3.53232429,18.387432,1.43,0.21,-0.07,0.013699000000000001,0.000608,-0.0009699999999999999
4173026,K02172.01,1,CANDIDATE,1.0,10.44087398,25.988503,3.41,0.98,-0.49,0.031855,0.003781,-0.005949
11295426,K00246.01,1,CANDIDATE,1.0,5.398752862,246.85002000000003,2.21,0.12,-0.11,0.0169,0.000263,-0.00011399999999999999
4173026,K02172.02,2,CANDIDATE,0.991,116.583183,14.992003,2.91,0.83,-0.42,0.027148000000000002,0.000712,-0.003215
11774991,K02173.01,1,CANDIDATE,0.999,37.8154157,19.441451999999998,1.21,0.08,-0.04,0.015706,0.004032,-0.000743
11774991,K02173.02,2,FALSE POSITIVE,0.0,53.5783052,18.636635000000002,1.16,0.09,-0.04,0.015125999999999999,0.003556,-0.0018239999999999999
8261920,K02174.01,1,CANDIDATE,0.973,6.69332825,17.880093,2.44,0.1,-0.12,0.035078,0.001385,-0.009424
11030475,K02248.03,2,CANDIDATE,0.99,0.76196247,16.842896,1.08,0.07,-0.06,0.012565999999999999,0.0005070000000000001,-0.000696
9757613,K00250.03,4,CANDIDATE,1.0,3.5439197019999997,22.250870000000003,1.21,0.06,-0.1,0.020559,0.000546,-0.00021099999999999998
11030475,K02248.04,3,CANDIDATE,0.992,2.64622742,7.570919,0.99,0.07,-0.05,0.011576000000000001,0.0012050000000000001,-0.001094
4761060,K02249.01,1,FALSE POSITIVE,0.0,13.37935853,30.733412,6.65,1.07,-2.49,0.022549,0.001498,-0.002373
5942808,K02250.01,1,CANDIDATE,1.0,2.935362067,31.687072999999998,3.15,0.24,-0.32,0.035095999999999995,0.0007509999999999999,-0.005613
5942808,K02250.02,2,CANDIDATE,1.0,0.626281766,23.554861,1.76,0.13,-0.18,0.019583,0.007879,-0.0008789999999999999
5479802,K02251.01,1,FALSE POSITIVE,0.0,13.26255423,25.74383,3.55,1.09,-0.36,0.03481,8e-05,-0.007209
8099138,K02338.01,1,CANDIDATE,0.998,66.18436460000001,18.156345,2.72,0.37,-0.21,0.025433,0.0014470000000000002,-0.004219
7033233,K02339.01,1,CANDIDATE,1.0,2.032318856,19.742798,1.12,0.08,-0.03,0.015038999999999999,0.001343,-0.000258
7021681,K00255.03,3,FALSE POSITIVE,0.122,7.733336099999999,7.3359485,0.57,0.04,-0.05,0.010262,0.000728,-0.0007379999999999999
8681734,K02340.01,1,CANDIDATE,1.0,7.68478504,17.893642,1.47,0.13,-0.11,0.014831,0.000701,-0.0005269999999999999
10232693,K02341.01,1,FALSE POSITIVE,0.013,0.9905162820000001,15.740138,3.52,0.85,-2.0,0.013418000000000001,0.036677,-0.005453
10212441,K02342.01,1,CANDIDATE,1.0,15.0447098,18.291643,1.51,0.25,-0.38,0.009046,0.000379,-0.000251
10212441,K02342.02,2,FALSE POSITIVE,0.269,354.78193999999996,8.232686,30.53,5.05,-7.56,0.183356,78.45194000000001,-2.433426
10189557,K02427.01,1,FALSE POSITIVE,0.001,2.93101771,12.935102,1.15,0.17,-0.15,0.013311000000000002,0.0004,-0.0009119999999999999
11807274,K00262.02,1,CANDIDATE,1.0,9.37663713,36.910233000000005,1.89,0.1,-0.1,0.011189,0.000157,-0.001259
9965184,K02428.01,1,FALSE POSITIVE,0.0,16.227675599999998,16.26874,2.11,0.45,-0.3,0.021927000000000002,0.007320999999999999,-0.00128
9911882,K02429.01,1,FALSE POSITIVE,0.28,1.595630597,15.419067000000002,17.94,3.66,-1.23,0.22532,10.80372,-0.071748
3533469,K02430.01,1,FALSE POSITIVE,0.387,10.21507506,15.206182,1.5,0.17,-0.14,0.014437,0.00091,-0.000475
7047363,K02432.01,1,CANDIDATE,1.0,31.0572947,12.803436999999999,1.85,0.34,-0.14,0.023111000000000003,0.0008869999999999999,-0.001402
11968463,K02433.01,2,CANDIDATE,0.982,15.162228699999998,19.017454,3.12,1.09,-0.36,0.025685000000000003,0.000342,-0.0055450000000000004
9451706,K00271.01,2,CANDIDATE,0.999,48.6303805,49.78439,2.48,0.06,-0.06,0.016784,0.000496,-0.00025499999999999996
8947520,K02517.01,1,CANDIDATE,0.98,0.9685276829999999,16.33386,1.21,0.16,-0.05,0.012523000000000001,0.000132,-0.0027370000000000003
5529738,K02518.01,1,FALSE POSITIVE,0.0,0.7597620209999999,21.570005,24.2,7.05,-3.02,0.197356,0.144926,-0.14338599999999999
4047631,K02519.01,1,CANDIDATE,1.0,4.790912471,11.909917,2.25,0.07,-0.12,0.030503,0.00020800000000000001,-0.010156
10059645,K02520.01,1,CANDIDATE,0.965,6.49441464,14.789655999999999,1.75,0.12,-0.17,0.021621,0.001408,-0.0048590000000000005
7183745,K02521.01,1,CANDIDATE,1.0,28.475000599999998,18.937853,2.64,0.1,-0.19,0.029051,0.000517,-0.004408
7183745,K02521.02,2,CANDIDATE,0.943,4.86634094,13.456439000000001,1.94,0.07,-0.14,0.021379,0.00028399999999999996,-0.004675
9019191,K02604.01,1,CANDIDATE,0.742,14.43348326,14.043823000000001,16.25,1.76,-1.18,0.21193299999999998,67.19707,-0.184832
10407221,K02605.01,1,FALSE POSITIVE,0.0,0.933746783,19.70566,1.3,0.1,-0.11,0.017991,0.000405,-0.000176
5095635,K02607.01,1,CANDIDATE,1.0,0.7544577290000001,21.0376,2.07,0.32,-0.4,0.01586,0.000356,-0.0015660000000000001
6269070,K02608.01,1,CANDIDATE,0.985,2.7612237,13.307932999999998,1.84,0.46,-0.84,0.007562999999999999,0.000361,-0.000395
6705137,K02609.01,1,FALSE POSITIVE,0.0,5.59727625,13.958138,1.26,0.36,-0.12,0.01316,0.000411,-0.0009050000000000001
2305866,K02610.01,1,CANDIDATE,0.966,24.1073172,12.200507,2.74,0.65,-1.31,0.009958,0.001855,-0.000558
2305866,K02610.02,2,CANDIDATE,0.441,115.230655,9.834738,4.02,0.96,-1.92,0.014633000000000002,1.2e-05,-0.002786
11512246,K00168.03,3,CANDIDATE,0.996,7.10695741,21.704592,1.72,0.11,-0.07,0.01039,0.000332,-0.00015800000000000002
9157908,K01400.01,1,FALSE POSITIVE,0.0,9.41475056,67.89688000000001,19.33,6.22,-2.07,0.171402,14.07095,-0.073107
9034103,K01402.01,1,CANDIDATE,1.0,7.13969705,24.798525,2.24,0.65,-0.26,0.020664,0.0008439999999999999,-0.000495
9214942,K01403.01,1,CANDIDATE,1.0,18.75470238,26.414825,1.67,0.13,-0.18,0.028262,0.00117,-0.000661
8874090,K01404.01,1,CANDIDATE,0.999,13.32389352,21.387459,1.26,0.23,-0.31,0.025595,0.000936,-0.000546
8874090,K01404.02,2,CANDIDATE,0.955,18.9060921,10.125121,0.87,0.16,-0.21,0.017734,0.00137,-0.000647
9264949,K01405.01,1,CANDIDATE,0.996,11.41911886,21.22158,3.32,1.0,-0.42,0.025962,9.499999999999999e-05,-0.0051530000000000005
7512982,K01480.02,2,CANDIDATE,0.977,7.00447892,8.390544,1.19,0.04,-0.08,0.013481,0.001158,-0.0007480000000000001
9597806,K01481.01,1,CANDIDATE,1.0,5.101375725,45.956264000000004,2.84,0.88,-0.3,0.027246,0.000643,-0.000359
7812167,K01482.01,1,FALSE POSITIVE,0.0,17.7940049,30.637863,312.48,101.5,-36.22,2.74095,72.71641,-4.234344
11909686,K01483.01,1,FALSE POSITIVE,0.0,185.9526325,127.23148,50.98,8.19,-5.96,0.401043,32.7557,-0.157799
11760959,K01484.01,1,FALSE POSITIVE,0.133,3.47021401,37.087746,2.4,0.21,-0.23,0.029549000000000002,0.0026149999999999997,-0.001559
9692345,K01485.01,1,FALSE POSITIVE,0.0,0.687895191,25.151985,1.35,0.1,-0.11,0.019013,0.000538,-0.000264
7898352,K01486.01,1,CANDIDATE,1.0,127.2824442,116.55221599999999,12.04,1.87,-2.06,0.093207,0.000529,-0.001037
5219234,K01563.01,1,CANDIDATE,1.0,5.48711441,40.321964,3.24,0.21,-0.16,0.037656,0.000336,-0.004514
5219234,K01563.02,2,CANDIDATE,0.999,8.29084167,27.025053000000003,3.21,0.21,-0.16,0.037401,0.00018700000000000002,-0.008027
4178389,K00185.01,1,FALSE POSITIVE,0.0,23.210509958000003,1093.9598,21.19,5.53,-1.83,0.23990799999999998,0.019447,-0.015531999999999999
5219234,K01563.03,3,CANDIDATE,1.0,3.20539622,15.503878,1.7,0.11,-0.08,0.019788999999999998,0.00023700000000000001,-0.001397
5219234,K01563.04,4,CANDIDATE,1.0,16.73869035,13.798910999999999,2.56,0.16,-0.13,0.029747000000000003,0.005759,-0.001542
5184584,K01564.01,1,CANDIDATE,0.989,53.44944498,110.02427,5.82,1.49,-0.5,0.053288,0.0008730000000000001,-0.000421
5636648,K01565.01,1,FALSE POSITIVE,0.0,0.466743525,8.796906,20.43,5.94,-1.98,0.218533,0.765243,-0.078919
6543893,K01627.03,3,CANDIDATE,0.986,3.80675878,8.759628999999999,2.75,0.45,-0.62,0.014015999999999999,0.000897,-0.000967
6975129,K01628.01,1,CANDIDATE,1.0,19.74733983,41.21705,2.62,0.46,-0.15,0.020906,0.0038840000000000003,-0.0007740000000000001
6975129,K01628.02,2,CANDIDATE,1.0,1.772451066,21.7057,1.02,0.18,-0.06,0.008154,0.000337,-0.000246
6975129,K01628.03,3,FALSE POSITIVE,0.0,37.840423200000004,11.792474,1.76,0.31,-0.1,0.014015999999999999,0.0005070000000000001,-0.000397
8685497,K01629.01,1,CANDIDATE,0.995,4.4096675,23.284727,1.51,0.25,-0.15,0.011829000000000001,0.0012720000000000001,-0.001398
9017682,K01630.01,1,CANDIDATE,0.988,11.30507984,16.90332,1.4,0.39,-0.13,0.015211,0.000677,-0.0005679999999999999
9084778,K01631.01,1,FALSE POSITIVE,0.0,0.592243731,75.892395,6.77,0.51,-0.52,0.10485699999999999,0.035299000000000004,-0.028355
10015937,K01720.01,1,CANDIDATE,0.999,59.6585348,18.527948000000002,3.59,0.3,-0.17,0.039577999999999995,0.003061,-0.010374
10019065,K01721.01,1,CANDIDATE,1.0,52.629854200000004,22.120796,3.68,0.55,-1.36,0.023543,0.000712,-0.00101
10080248,K01722.01,1,CANDIDATE,0.82,14.8783945,19.304756,1.63,0.49,-0.16,0.017825,0.0036810000000000002,-0.001493
10213902,K01723.01,1,CANDIDATE,0.992,59.6222627,29.14388,3.63,0.97,-0.41,0.03337,0.002386,-0.004511
10214162,K01724.01,1,CANDIDATE,1.0,17.42393582,29.249091999999997,3.29,1.04,-0.41,0.031088,0.000258,-0.005361
10905746,K01725.01,1,CANDIDATE,1.0,9.8786461,73.38995,1.6,0.18,-0.21,0.034763999999999996,0.00109,-0.000531
8242434,K01726.01,1,CANDIDATE,0.748,44.96407458,71.70658,2.0,0.14,-0.07,0.025141,0.000984,-0.000672
10602291,K00210.01,1,FALSE POSITIVE,0.0,20.92735802,250.81721000000002,17.36,5.48,-2.74,0.14338299999999998,0.142543,-0.028010000000000004
9529744,K01806.03,3,CANDIDATE,1.0,8.37159554,12.489514999999999,2.39,0.55,-0.68,0.012311,0.0005690000000000001,-0.0033799999999999998
10614012,K01807.01,1,CANDIDATE,1.0,132.1331011,65.12604499999999,75.08,10.13,-23.63,0.084662,0.000537,-0.00074
7761918,K01808.01,1,CANDIDATE,0.972,89.1935737,66.16096999999999,3.81,0.69,-0.62,0.026969999999999997,0.000822,-0.000349
8240797,K01809.01,1,CANDIDATE,0.371,13.09390911,54.010967,2.2,0.34,-0.12,0.021118,6e-06,-0.002473
8240797,K01809.02,2,CANDIDATE,0.404,4.915385452,52.813472999999995,1.46,0.23,-0.08,0.014006999999999999,0.002007,-0.000334
8164262,K01810.01,1,FALSE POSITIVE,0.0,87.455958,75.81711999999999,70.11,17.43,-19.2,0.304131,10.329189999999999,-0.179079
10454632,K01877.01,1,CANDIDATE,1.0,20.16037858,32.348045,1.75,0.13,-0.06,0.022072,0.000161,-0.004584
3098810,K01878.01,1,CANDIDATE,1.0,40.80957343,34.757805,3.44,0.58,-0.34,0.024227000000000002,0.001351,-0.005096
8367644,K01879.01,1,CANDIDATE,1.0,22.08551599,42.776005,3.34,0.17,-0.18,0.054067,0.008966,-0.004344
10332883,K01880.01,1,CANDIDATE,1.0,1.151166776,35.55345,1.28,0.08,-0.08,0.021882,0.000408,-0.00020800000000000001
4035640,K01881.01,1,CANDIDATE,1.0,28.26727385,35.768566,2.93,0.16,-0.26,0.030268,0.001199,-0.000528
6205228,K01882.01,1,CANDIDATE,1.0,3.770590654,30.711094,2.13,0.34,-0.34,0.016172,0.00048499999999999997,-0.0004980000000000001
11758544,K01883.01,1,CANDIDATE,0.999,2.7073064,34.166622,1.36,0.23,-0.32,0.007624,0.000261,-0.00018
7747425,K01952.04,3,CANDIDATE,1.0,42.472907799999994,16.694304000000002,2.03,0.29,-0.29,0.016741,0.000567,-0.00065
8652999,K01953.01,1,FALSE POSITIVE,0.0,15.160166,25.799114000000003,2.09,0.63,-0.42,0.016069999999999997,0.000534,-0.000545
9468717,K01954.01,1,FALSE POSITIVE,0.0,7.37339245,30.028415999999996,13.73,2.73,-1.82,0.11506300000000001,6.22167,-0.093959
9892816,K01955.01,1,CANDIDATE,0.998,15.17026921,32.16319,2.47,0.41,-0.34,0.016517,0.00031600000000000004,-0.00247
9892816,K01955.02,2,CANDIDATE,0.603,39.457622799999996,23.974123000000002,2.8,0.46,-0.38,0.018713999999999998,0.000245,-0.000977
9892816,K01955.03,3,CANDIDATE,1.0,1.644221032,17.542873,1.18,0.19,-0.16,0.007869,0.000128,-0.001529
9892816,K01955.04,4,CANDIDATE,0.993,26.2347447,14.993832999999999,2.76,0.45,-0.38,0.018433,0.002182,-0.005965
9489524,K02029.01,1,CANDIDATE,1.0,16.33269981,24.665836,1.61,0.11,-0.09,0.019073,0.002972,-0.0033350000000000003
9489524,K02029.02,2,CANDIDATE,1.0,10.05550267,17.228306,0.92,0.06,-0.05,0.010883,0.000677,-0.00048600000000000005
9489524,K02029.03,3,CANDIDATE,0.999,6.8873112999999995,11.155626,0.72,0.05,-0.04,0.00857,0.000471,-0.000889
9489524,K02029.04,4,CANDIDATE,0.863,4.78850084,9.918391,0.63,0.04,-0.04,0.007423999999999999,0.0006360000000000001,-0.0007700000000000001
8111919,K02030.01,1,FALSE POSITIVE,0.0,1.664980224,25.17076,3.68,0.91,-1.37,0.021495,0.149652,-0.003754
5940165,K02031.01,1,CANDIDATE,1.0,9.30413878,22.242569,1.67,0.12,-0.16,0.023226,0.000168,-0.001772
2985767,K02032.01,1,CANDIDATE,1.0,14.07969236,22.375027,2.08,0.36,-0.55,0.012317,0.002694,-0.00048600000000000005
6105462,K02098.01,1,CANDIDATE,0.816,25.0823402,23.225899,2.26,0.59,-0.49,0.01637,0.000195,-0.001846
6105462,K02098.02,2,CANDIDATE,0.977,89.7224125,18.859211,2.21,0.59,-0.48,0.016065,0.0024530000000000003,-0.001123
3120355,K02099.01,1,CANDIDATE,0.995,78.0998908,20.047245,3.37,0.57,-0.56,0.024047,0.000204,-0.00141
6047072,K02100.01,1,CANDIDATE,0.98,4.27103727,20.392012,1.22,0.37,-0.13,0.012297,0.000532,-0.000325
9411412,K02101.01,1,CANDIDATE,0.998,2.892216772,22.526714000000002,1.31,0.06,-0.06,0.019577,0.003462,-0.002542
7008211,K02102.01,1,CANDIDATE,0.996,187.746606,15.990341,2.95,0.41,-0.3,0.035869,0.001811,-0.0010789999999999999
7620413,K02103.01,1,CANDIDATE,0.999,2.543063763,22.322142000000003,1.26,0.18,-0.14,0.011173,0.00043099999999999996,-0.00031
8261920,K02174.02,3,CANDIDATE,0.993,33.13628610000001,11.431208999999999,2.05,0.08,-0.1,0.029481999999999998,0.006243,-0.004226
8261920,K02174.03,2,CANDIDATE,0.993,7.72513619,11.702103,1.71,0.07,-0.09,0.024589,0.005837,-0.007475
8261920,K02174.04,4,CANDIDATE,0.69,3.01609637,7.429361,0.96,0.04,-0.05,0.013746000000000001,0.000314,-0.002166
9022166,K02175.01,1,CANDIDATE,0.989,26.8475962,23.146439,3.2,0.55,-0.82,0.014740000000000001,8.499999999999999e-05,-0.000638
